PID,Title,Description,Identifier,Format,Type,Access rights statement,Copyright statement,Relationship,Digital URI,ILMS Identifier,ILMS URI,Creator/Contributor,Date,Location,Accession number
3079075,"Saint Patricks Cathederal, Eastern Hill","Part of Folding souvenir of Melbourne, 17 artistic, up-to-date views of public buildings (series no. 4) Title printed top of cover,  with The Oanco printed above the title. Also printed on cover is a Kookaburra sitting on a branch. -- Also printed top right of cover: One Penny will carry this anywhere in Commonwealth British Empire & Foreign Countries, le",pi006816,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Victorian state schools and students Series No. 4,http://api.slv.vic.gov.au/access_record/3080282,1807041,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1807041,,1920/1929,Eastern Hill,H2008.12/120
602167,"Paramount's Capitol Theatre, Swanston Street, Melbourne","Dated from movies. -- Inscribed on negative H2009.21/73 u.l.: Capitol. -- The Capital Theatre was built 1921-1924, designed by architect Walter Burley Griffin, in association with Melbourne architects Peck and Kemter. -- Exterior view of the cinema with 2",is003908,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/602539,1832670,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1832670,"Griffin, Walter Burley, 1876-1937, architect   Commercial Photographic Co., photographer.   Peck & Kemter, architect",1937/1939,,H2009.21/64
3077636,"General Post Office, Melbourne","The Melbourne General Post Office, otherwise known as the GPO, is situated in the centre of MelbourneÃ¢â‚¬â„¢s business district, on the corner of Bourke and Elizabeth Streets. The neo-Renaissance building was begun in 1859 and completed in stages, with the last completed in 1907. The third level clock tower provided accurate and reliable time for Melburnians. It came to represent the symbolic heart of Melbourne. Indeed, road distances from Melbourne are measured in kilometres from the GPO. In 2001 the GPO was closed and, following a fire the same year, the original aspects of the building were restored. It re-opened in 2004 as a retail outlet.",b51900,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078383,1727575,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1727575,,1920/1930,"361 Bourke street, Melbourne, Cnr Bourke street & Elizabeth street, Melbourne, -37.81428528, 144.9633026",H8027
2061460,Coles Book Arcade,"Cole's Book Arcade opened in 1883 in what is now the Bourke Street Mall. It boasted over 2 million new and second hand books and was famous around the world. The store offered a jovial atmosphere for its customers with a pianist, a fernery and menagerie, along with toys and a confectionery department. Cole provided comfortable chairs for customers and encouraged them to read without buying. Cole also published many editions of his own picture book, Cole's Funny Picture Book, which sold in the hundreds of thousands. EW Cole died in 1918, but the Melbourne Arcade continued until 1929.",pi000680,image/jpg,"StillImage,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2061761,1666827,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1666827,"Shier, Spencer 1884-1946. photographer.   Darge, Algernon 1881-1941 photographer.",1883/1903,"""-37.814029, 144.964717"", 299 Bourke",H96.207/1
336727,"Port Authority Building, 29-31 Market Street, Melbourne","Designed by Smith, Ogg and Serpell the Port Authority Building was finished in 1931 during the Depression. The Port Authority sits opposite Customs house and is a reminder of MelbourneÃ¯Â¿Â½s early burgeoning harbour activity. The flat roof, solid base, the four columns and classic detailing reflects the influence of the Beaux-Arts style. In 1933 the building won the Royal Victorian Institute of ArchitectsÃ¯Â¿Â½ Street Architecture Medal.  The Port Authority relocated in 1982. It is now a residential site. ",pi009822,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/337752,2010093,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2010093,"Commercial Photographic Co., photographers.",1930/1949,"""-37.818652, 144.960479"", 29-31 Market",H2009.185/11
2357517,"Flinders St., Melbourne","Flinders Street is named after Matthew Flinders, an English explorer who sailed into Port Phillip in 1802 and later mapped the coast of Australia. Flinders Street is the southern border on Hoddle's Grid, running from Spring Street to Wurundjeri Way.  Flinders Street runs parallel to the Yarra Rver, and serviced Melbourne's first port.",b30373,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2357959,1707465,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1707465,,1911/1917,"""-37.816485, 144.966989"", SE cnr Flinders & Swanston",H40638
484448,"Doyle's Stores, King Street Melbourne","Doyles Free Stores was a bluestone building, designed by Alexander L Smith and built in 1876 - as is written on the parapet. Like a few buildings in the area near the Yarra docks, it too was used as a warehouse.  Doyle's Stores was written on facade between the upper and middle floor. ",ca000147,image/jpg,"StillImage,Collection",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/488147,1801457,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1801457,"Caldwell, Colin, d. 1986? photographer.",1949,"""-37.819653, 144.957546"", 22 King",H84.276/1/43B
498520,Melbourne Savings Bank,"Looking across intersection to double storey corner buildings with dentils and balustrade at roofline, balustrade decorated with urns, arched doorway on corner, iron railings around building, three windows flanked by pillars.",is002817,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,"Nettleton's views of Melbourne, Hoddles Grid App",http://api.slv.vic.gov.au/access_record/498977,1683893,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1683893,"Nettleton, Charles, 1826-1902, photographer.,",1865/1871,"Melbourne, Victoria",H870
2795524,"The Stock Exchange, Melbourne","The former Stock Exchange is a William Pitt building, who also designed the Princess and Her Majesty's Theatres. Opened in 1891 the church-like faÃ¯Â¿Â½ade features gargoyles, columns and sculpted sandstone. The gothic revival design features in the arches, tower and carved creatures. The interiors feature gothic vaulted ceilings, mosaic floor tiling and oak staircases. It now hosts a banking museum downstairs in an old vault room.",is007611,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2795752,2470775,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2470775,"Lindt, J. W. (John William), 1845-1926, photographer.   Dubucand, Albert fl.1888-1893, compiler.",1890/1892,"""-37.816638, 144.961875"", 380 Collins",H2001.60/44
484528,"E.S. & A. Bank Bld. I.E. Building, Cnr. Of Bourke And Exhibition Sts., Melbourne","Originally owned by London Chartered Bank of Australia, the English, Scottish and Australasia Bank  was designed by Leonard Terry and completed in 1870-71. The lower floor arched windows contrast with the narrower rectangle first floor windows, and accompanying balconettes. The English, Scottish and Australian Bank bought the building in 1921 and in the late 1990s it was converted into apartments.",ca000191,image/jpg,"StillImage,Collection",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/486523,1801700,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1801700,"Caldwell, Colin, d. 1986? photographer.",1949,"""-37.811815, 144.970706"", 88-90  Bourke",H84.276/1/54A
999245,"Flinders Street, Melbourne Showing Central Railway Station","Flinders Street Station was designed by JW Fowcett and GPG Ashworthand was  finally completed in 1910.  Electric trains began arriving and departing in 1919. Flinders Street is now MelbourneÃ¢â‚¬â„¢s busiest station and one of the cityÃ¢â‚¬â„¢s most iconic buildings, used by over 100,000 people every day. The clocks across the arch, part of the original design, show the times of departing trains, and continue to be a popular meeting place for Victorians. In 2013 the State Government announced a billion dollar refurbishment, to include a water-front amphitheatre and a market whilst still retaining the iconic dome and arched entrance.",sj000339,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Shirley Jones collection of Victorian postcards,http://api.slv.vic.gov.au/access_record/999353,1667532,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1667532,,1929/1935,"-37.38194794, 144.9608459, Cnr Flinders street and Elizabeth street, Melbourne",H96.200/305
3077634,"Union Club Hotel, Cnr. Collins And Market Streets, Melbourne","On this site, in the late 1830s, stood a hotel built by John Pascoe Fawkner, one of MelbourneÃ¯Â¿Â½s pioneers. He also published, in 1838, MelbourneÃ¯Â¿Â½s first newspaper, the hand-written, Melbourne Advertiser.  Subsequently, a new hotel was built here named the Patriot, which then became the Shakespeare and later the Union Club Hotel.",b51830,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078382,1726843,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1726843,"Sutcliffe & Akers, photographer.",1926-04-14,"""-37.817376, 144.960206"", SE cnr Collins & Market",H21039
2039656,"On the Block, Collins St., Melbourne","Artistic Melbourne Views, Part of a 17 postcard views in a booklet. -- Printed on cover l.c.:Buildings, Streets & Parks. -- Printed by The Speciality Press Pty. Ltd., 189 little Collins St., Melbourne.",pc003327,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Viewfolders Victoria. H-O.; Kookaburra series.,http://api.slv.vic.gov.au/access_record/2040136,1774350,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1774350,,1911/1918,,H98.116/1
2039669,"Grand stand Royal Agricultural Show, Melbourne","Artistic Melbourne Views, Part of a 17 postcard views in a booklet. -- Printed on cover l.c.:Buildings, Streets & Parks. -- Printed by The Speciality Press Pty. Ltd., 189 little Collins St., Melbourne.",pc003340,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Viewfolders Victoria. H-O.; Kookaburra series.,http://api.slv.vic.gov.au/access_record/2040193,1774350,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1774350,,1911/1918,,H98.116/1
2618457,Melbourne Gaol.,"The bluestone Melbourne Gaol on Russell Street was built in the mid 1800s and housed both male and female criminals. During its operation it housed many hardened criminals, as well as petty offenders, the mentally ill and the homeless. It was the site of over 130 hangings, including bushranger Ned Kelly in 1880. The last hanging occurred in 1924. The doors were finally closed in 1929 but did reopen briefly during the Second World War, when Australian soldiers who were absent without leave (AWOL) were imprisoned. Today it is a tourist attraction and is managed by the National Trust of Australia.",mp010329,image/jpg,"StillImage,Aerial photographs,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2618846,1684823,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1684823,"Garrett, W. Raymond Sir 1900-1994 photographer.",1922/1928,"""-37.807411, 144.964763"", 124 La Trobe",H98.129/16
283560,Melbourne.,A bird's-eye view of Melbourne from the south bank of the Yarra looking north.,b28535,image/jpg,"StillImage,Bird's-eye views,Lithographs",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2977531,1657279,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1657279,"Cooke, A. C. (Albert Charles), 1836-1902 engraver.   Sands & McDougall Limited printer.",1882,"""-37.820064, 144.954702"", Cnr Flinders and Spencer",H17929
3079084,"Folding Souvenir Of Melbourne, 17 Artistic, Up-to-date Views Of Public Buildings (series No. 4)","Part of Folding souvenir of Melbourne, 17 artistic, up-to-date views of public buildings (series no. 4) Title printed top of cover,  with The Oanco printed above the title. Also printed on cover is a Kookaburra sitting on a branch. -- Also printed top right of cover: One Penny will carry this anywhere in Commonwealth British Empire & Foreign Countries, le",pi006825,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Victorian state schools and students Series No. 4,http://api.slv.vic.gov.au/access_record/3080291,1807041,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1807041,,1920/1929,,H2008.12/120
628468,"Interior Views Of Plaza Theatre, Collins Street, Melbourne","Title assigned from inscriptions on envelopes. -- Undated but circa 1940s. -- Negative numbers inscribed in negatives: F957-2, F957-3, F957-4, F957-5, F957-8, F957-9, F957-10, F957-11, F957-12, F957-14, F957-15, F957-16, F957-17, F957-18, F957-19, F957-20",is003844,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/628614,2044462,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2044462,"Commercial Photographic Co., photographer.",1940/1949,,H2009.177/24
354933,"Interior Of St. Francis's Church, Melbourne","St Francis Church is the oldest Catholic Church in Melbourne, built originally as a wooden church in 1841 and designed by Samuel Jackson. It was rebuilt and reopened in 1845 and subsequently had various features added, such as Ã¢â‚¬ËœLadye ChapelÃ¢â‚¬â„¢ in the mid-1850s. It is still very popular today - with over 10,000 weekly attendees.",cc000275,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/356724,1796927,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1796927,,1880,"326 Lonsdale street, Melbourne, -37.81173325, 1449624786",H96.160/273
2618479,Forecourt Of The State Library Of Victoria,"The competition to design the State Library of Victoria was won by Joseph Reed, the architect of many of Melbourne's notable buildings. The first Library building opened in February 1856, during the Victorian gold rush. The building, which is in fact made up of 23 buildings, takes up an entire city block. It has also housed, for a time, the Museum and National Gallery of Victoria. Highlights include the grand portico, the spectacular domed La Trobe Reading Room and the splendid Redmond Barry Reading Room. A fully history of the Library is available online.",a14152,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2618855,1718632,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1718632,,1864/1870,"328 Swanston street, Melbourne, -37.81823, 144.9633026",H11786
85569,"Swanston Street, Melbourne","The Nicholas Building was designed by Harry Norris and built in 1926, as office space. The Nicholas brothers were the original owners but their company never occupied the space. Like the Manchester Unity building further up Swanston Street, it was influenced by ChicagoÃ¯Â¿Â½s 1920s buildings, employing a steel frame, terracotta faÃ¯Â¿Â½ade and columns. The arcade, which links Swanston Street to Flinders Lane, contains a rare vaulted lead-light ceiling. Today the building is used by retail outlets and design studios.",sj000345,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Shirley Jones collection of Victorian postcards,http://api.slv.vic.gov.au/access_record/86122,1667541,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1667541,Rose Stereograph Co,1931/1937,"""-37.816670, 144.967054"", 39 Swanston",H96.200/311
2060276,The Electric Lighting Of Melbourne Streets ,Print published in The Illustrated Australian news. -- Title inscribed below image l.c. -- Inscribed on image m.r.: L U K -- Comprises five separate images. -- The City of Melbourne Electric Lighting Station -- The ceremony of switching on the electric li,mp006548,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2060875,1772128,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1772128,L. U. K.,1894-04-05,,IAN02/04/94/12a
3078485,"General Post Office, Melbourne","Behind the Melbourne General Post Office on Elizabeth Street was the Telegraph Office,  which later became 'The Old Tin Shed' - a general automotive parts store for Allan W Taylor & Co. ",a14212,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3079311,1719108,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1719108,,9999,"""-37.813668, 144.96262"", 207 Elizabeth",H7926
602165,"Paramount's Capitol Theatre, Swanston Street, Melbourne","Dated from movies. -- Inscribed on negative H2009.21/73 u.l.: Capitol. -- The Capital Theatre was built 1921-1924, designed by architect Walter Burley Griffin, in association with Melbourne architects Peck and Kemter. -- Exterior view of the cinema with 2",is003906,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/602537,1832670,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1832670,"Griffin, Walter Burley, 1876-1937, architect   Commercial Photographic Co., photographer.   Peck & Kemter, architect",1937/1939,,H2009.21/64
331169,"Corner Of Spencer Street East And Flinders Street North, Melbourne","The Charles Hotham Hotel was names after Charles Hotham, a former Governor of Victoria. This Hotel was designed by William Pitt and built in 1912. It features a prominent oriel window on the corner.",dc000579,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/331218,2011986,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2011986,"Halla, K. J., photographer.",1969/1975,"""-37.821068, 144.955899"", 574 Flinders",H36133/579
2060274,The Electric Lighting Of Melbourne Streets ,Print published in The Illustrated Australian news. -- Title inscribed below image l.c. -- Inscribed on image m.r.: L U K -- Comprises five separate images. -- The City of Melbourne Electric Lighting Station -- The ceremony of switching on the electric li,mp006546,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2060873,1772128,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1772128,L. U. K.,1894-04-03,,IAN02/04/94/12a
326596,"Bourke Street North Between Elizabeth And Swanston Streets, Melbourne, Vic.",Title and date provided on contents list. -- Photographer's name provided. -- Looking across street towards Buckley's store with Myer on far left --Showing distinctive facades on upper levels of Buckleys and other adjoining stores -- Looking up at upper f,dc000493,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/327110,1982383,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1982383,"Halla, K. J., photographer.",1969/1975,,H36133/492
503044,Melbourne Rail Yards,"Queens Bridge was named after Queen Victoria Ã¯Â¿Â½ a wrought iron bridge crossing the Yarra, and connecting Market and William Streets.  It was designed by Frederick M Hynes and opened in 1890. The minimal rise of the Yarra allowed for a flat arch design, which is supported by iron cylinders. This was an innovative design in the nineteenth century.",fc000320,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/503808,1757599,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1757599,"Victorian Railways, photographer.",1910/1930,"""-37.819249, 144.962268"", 367 Flinders",H92.301/319
3077661,"Spencer Street Bridge - General Views, Melbourne",The Spencer Street Bridge was built by the Victorian Railways Construction Branch in 1929-30.  The demand for the bridge demonstrated the growing importance of motor vehicle traffic to Melbourne's commerce.,mp015335,image/jpg,"StillImage,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078396,1788015,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1788015,"Sun news-pictorial (Melbourne, Vic.)",1928-10-25,"1 Spencer street, Melbourne, -37.82219696, 144.9548035",H2001.308/3068
714190,"Bourke Street, Melbourne.","The Royal Arcade was opened in 1870 and is MelbourneÃ¯Â¿Â½s oldest arcade, designed by Charles Webb. The arcade features statues of the mythical characters Gog and Magog on either side of GauntÃ¯Â¿Â½s Clock, installed by Thomas Gaunt who established Melbourne's leading watchmaking, optical and jewellery business. Royal Arcade offers boutique shopping beneath an elegant glass ceiling. The high, graceful arches reflect the European influence in the building.",cg001293,image/jpg,"StillImage,Lantern slides",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/714421,1785427,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1785427,,1907/1913,"""-37.81409836,144.9640045"", 331 Bourke",H30134/1
602150,"Wardrop's Buildings, 197 Elizabeth Street, Melbourne",The Wardrop Building was a symbol of success when it first opened in 1935. George Wardrop had spent his early years as a bricklayer's labourer and a commercial traveller through the goldfields at age 17. At 25 years of age Wardrop established his own tailoring business - and this building signified 50 years of a successful family business.,is003898,image/jpg,"StillImage,Film negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/602529,1831286,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1831286,"Commercial Photographic Co., photographer.",1930/1939,"""-37.813756, 144.962662"", 197 Elizabeth",H2009.21/56
2039661,"Melbourne Public Library, Museum and Picture Gallery","Artistic Melbourne Views, Part of a 17 postcard views in a booklet. -- Printed on cover l.c.:Buildings, Streets & Parks. -- Printed by The Speciality Press Pty. Ltd., 189 little Collins St., Melbourne.",pc003332,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Viewfolders Victoria. H-O.; Kookaburra series.,http://api.slv.vic.gov.au/access_record/2040158,1774350,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1774350,,1911/1918,,H98.116/1
2233336,"Looking Along Bourke Street, Melbourne, Towards Parliament House","Bourke Street was named after Sir Richard Bourke who was appointed Governor of New South Wales in 1831. Bourke Street is marked by Melbourne's first post office, built in 1841, which stands on the corner of Elizabeth Street. Bourke Street's retail reputation was formalised in 1983, when the eastern section was transformed into a pedestrian mall.",df000362,image/jpg,"StillImage,Glass negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2234458,1645970,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1645970,"Fowler, Lyle 1891-1969 photographer.   Commercial Photographic Co., photographer.",1929/1933,"""-37.814136, 144.962726"", 360 Bourke",H91.40/395
642611,"View Of Elizabeth Street, Melbourne","A view from in front of the General Post Office on Elizabeth Street, looking south towards the Bourke Street intersection. Underground public toilets are in the foreground. ",is004001,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/643537,1818337,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1818337,"Commercial Photographic Co., photographer.",1930/1939,"""-37.813646, 144.96286"", 200 Elizabeth",H2009.20/44
3079081,"Headquarters Fire Brigade Station, Eastern Hill","Part of Folding souvenir of Melbourne, 17 artistic, up-to-date views of public buildings (series no. 4) Title printed top of cover,  with The Oanco printed above the title. Also printed on cover is a Kookaburra sitting on a branch. -- Also printed top right of cover: One Penny will carry this anywhere in Commonwealth British Empire & Foreign Countries, le",pi006822,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Victorian state schools and students Series No. 4,http://api.slv.vic.gov.au/access_record/3080288,1807041,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1807041,,1920/1929,Eastern Hill,H2008.12/120
3077622,"Robb's Buildings, South East Corner Of Collins And King Street, Melbourne","Robbs Building had five storeys, plus two levels of cellars below Collins Street. The building housed offices, showrooms and the cellars as warehouses. Robbs Building was situated directly opposite the Federal Hotel and Coffee palace.",a14276,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078376,1719614,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1719614,,1887/1893,"""-37.818690, 144.957591"", 525  Collins",H11741
3077614,"Spencer Street Railway Station, Melbourne","Formerly Spencer Street Station, Southern Cross Station is MelbourneÃ¯Â¿Â½s central rail and bus terminal, servicing regional Victoria and interstate. It also connects with MelbourneÃ¯Â¿Â½s City Loop. When it opened in 1858, Spencer Street consisted of just one platform but by 1928 fourteen platforms were operating. Further works were carried out in the 1960s following the introduction of the standard gauge spacing for rails. The next redevelopment spanned 2002-2006 and included the addition of retail outlets. Spencer Street Station was then renamed Southern Cross Station.  In 2007 the station was judged the most outstanding building outside the European Union by the Royal Institute of British Architects' and the undulating roof is of particular interest.",b46882,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078372,1710353,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1710353,"Lindt, J. W. (John William) 1845-1926 photographer.",1876/1894,"""-37.81809235, 144.9538422"", 118 Spencer",H42622/7
2357522,"Flinders Street Railway Station, Melbourne","Photographic Souvenir Of Melbourne. Foldout postcard comprising 15 images. , Title taken from cover, not captured. Published by The Valentine & Sons Publishing Co. Ltd. Melbourne. Including view from Flinders street, Swanston street, Collins street, View from Wellington parade and Alexandra avenue",b30378,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2357964,1707465,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1707465,,1911/1917,,H40638
302215,Engine Room - Spencer Street Power Station.,The City of Melbourne Electric Lighting Station was known as Spencer Street Power Station and as the Lonsdale Street Power Station. It provided power from 1894 to 1982 and was originally operated by the Melbourne City Council. The brick building had many additions over the years many of which were demolished in 2008.,b52611,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/302952,1730114,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1730114,,1902,"""-37.817034, 144.953129"", 99 Spencer",H40954
628467,"Interior Views Of Plaza Theatre, Collins Street, Melbourne","Title assigned from inscriptions on envelopes. -- Undated but circa 1940s. -- Negative numbers inscribed in negatives: F957-2, F957-3, F957-4, F957-5, F957-8, F957-9, F957-10, F957-11, F957-12, F957-14, F957-15, F957-16, F957-17, F957-18, F957-19, F957-20",is003843,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/628613,2044462,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2044462,"Commercial Photographic Co., photographer.",1940/1949,,H2009.177/24
2575042,Shows William Street Looking North West From Lonsdale Street From The Tower Of Dr Fitzgerald's Residence Lonsdale Street West,"William St looking north west, taken from rooftop of 486 Lonsdale, Rostella mansion - the residence of Dr Thomas Naghton Fitzgerald in Lonsdale Street between Queen and William Streets. The view is looking across the King and La Trobe Street corner of the Flagstaff Gardens towards the West Melbourne swamp and shows following major features; the Metropolitan Hotel, corner of William and Little Lonsdale Streets; West Melbourne Common School, no. 341 West Melbourne Literary Institute. ",b27928,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2575242,1721586,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1721586,"Noone, John, active 1858-1888, photographer.   Victoria. Dept. of Crown Lands and Survey.",1869-12,"""-37.812898, 144.95757"", 250 William",H41470/3
2627831,N.Z.L & M.A.Coy Melbourne 450,"The New Zealand Loan and Mercantile Agency Co was designed by Lloyd Taylor, who was also responsible for the Australian Club and the Commercial Bank of Australia. It was finished in 1883. The five storey warehouse and display floor sold wool, tans, hides and leather on behalf of the producers. Anything unsold would then be shipped to London, with the New Zealand Company paying to credit to the producers of the goods.",is006221,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2628580,1745395,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1745395,,1880/1890,"""-37.815410, 144.969575"", 131 Collins",H9378
334664,"Showing Yorkshire House, Alkira House And Arnold House. 16-18 Queen Street, Melbourne","Alkira House , a 1937 six storey inter-war building, was designed by J H Wardrop, who also designed the Shrine of Remembrance. The use of glass bricks, distinct tiles and the vertical design make this building a rare example of Jazz Moderne Art Deco architecture in Melbourne.",a17985,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/334748,1748458,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1748458,"Fowler, Lyle 1891-1969 photographer.   Wardrop, James H. architect.   Commercial Photographic Co., photographer.",1937-05-17,"""-37.818325, 144.962536"", 18 Queen",H92.20/127
