Title,Description,Identifier,Format,Type,Access rights statement,Copyright statement,Collection,Digital URI,ILMS Identifier,ILMS URI,Contributor/Creator,Date,Location,Accession number,Notes
Hotel at Morang,"View looking across road to a group of buildings, men and women standing in front, with horses and carriages, tree in right foreground, and with other buildings on the hill behind. Signs read: [G.F. Robinson?], Saddler ; Grant's Morang Hotel ; General Store.",is010673,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Album of Victorian views,http://api.slv.vic.gov.au/access_record/3367568,2984621,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2984621,"Kruger, Fred",1880/1885,Morang Victoria,H41138/23,
"Sorento Hotel, Sorento","View looking over picket fence to a large two-storey building, horses, carriages, and pedestians in front, woman on balcony, man standing at top with flag pole, sign behind the hotel reads 'Back Beach'.",is010674,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Album of Victorian views,http://api.slv.vic.gov.au/access_record/3367569,2984624,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2984624,"Kruger, Fred",1880/1882,"Sorrento, Victoria",H41138/24,
"Continental Hotel, Sorento","View looking from a small hill to the back of a large brick building, other buildings on the left, and sand dunes in the background.",is010675,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Album of Victorian views,http://api.slv.vic.gov.au/access_record/3367570,2984626,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2984626,"Kruger, Fred",1880/1885,"Sorrento, Victoria",H41138/25,
Morrison's Royal Mail Hotel,"Looking across open ground towards weatherboard single storey hotel with verandah on each side of corner door, name of hotel at roofline also sign for General Store, stables in right background, horse drawn buggy and men and women on porch and on horses in front of hotel, trees in background.",is011178,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Photographs of Victorian Aboriginal Australians and views of Victoria,http://api.slv.vic.gov.au/access_record/3485680,3025684,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3025684,"Kruger, Fred",1878-70-18,"Healesville, Victoria",H41139/111,
"Bourke St, looking West from Spring Street","View looking down a street, horse and cart on left, trams in centre, Old White Hart Hotel on left, Maygar's Imperial Hotel on right.",is011579,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3501877,3190739,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3190739,,1888/1890,"Bourke Street, Melbourne, Victoria",H7940,
Street Scene Echuca,"Street scene showing George Redman's Commercial Hotel, and Alexander F. Pulling's, Chemist, with men standing on footpath, and a horse and wagon at side of street.",is012306,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3677892,3257374,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3257374,"Kendall, G. H.",1866/1867,"Echuca, Victoria",H1722,
Peg's Grandfather's Hotel,"Elevated view across the intersection of street towards single storey corner hotel, name of hotel on wall below roofline: Wattle Tree Hotel. Corner door with pediment on roof above door, name above door G.A. Bestall; two women and a man standing at the curb in front of the hotel, a horse and buggy at curb with a man on the path behind the horse.",pi020666,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3807047,3258680,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3258680,,1900,Victoria,H2015.34/42,
Grandfather's Hotel,"Single storey hotel with sign on wall above windows: Adelaide Hotel / G. A. Bestall. Horse and buggy at curb in front of hotel, man in apron standing in a wagon on far right, a barrel on the road near buggy, man and woman standing near door to hotel on left.",pi020667,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3807048,3258685,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3258685,,1890/1899,Victoria,H2015.34/43,
Wiggins Leura Hotel,"Looking towards single storey hotel with verandah, verandah roof supported by wooden posts. Name of hotel on roof: Wiggins' Leura Hotel. Men standing near horse trough.",pi020643,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3741389,3284475,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3284475,,1960/1900,"Camperdown, Victoria",H82.62/15,
"White Horse Hotel, Box Hill","White Horse Hotel, Box Hill: view across intersection encompassing the  whole building, showing pillared verandah (now demolished but figure of white horse retained in Box Hill Town Hall) .",pi021164,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3929332,3362915,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3362915,"Moir, J. K.",1933/1942,"Box Hill, Victoria",H4841a,
"White Horse Hotel, Box Hill","White Horse Hotel, Box Hill: corner entrance with double pillars and pediment flanking door and a figure of a horse on roof.",pi021165,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3929333,3362915,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3362915,"Moir, J. K.",1933/1943,"Box Hill, Victoria",H4841b,
Adam & Eve Hotel,Rear view of Adam & Eve Hotel (demolished).,pi021108,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3927349,3363968,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3363968,"Moir, J. K.",1933/1936,"Melbourne, Victoria",H4846a,Lost architecture 
Adam & Eve Hotel,Archway at rear of Adam & Eve Hotel .,pi021110,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3927351,3363968,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3363968,"Moir, J. K.",1933/1938,"Melbourne, Victoria",H4846c,Lost architecture 
Adam & Eve Hotel,"Adam & Eve Hotel, Little Collins Street (demolished).",pi021111,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3927352,3363968,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3363968,"Moir, J. K.",1933/1939,"Melbourne, Victoria",H4846d,Lost architecture 
Buck's Head Hotel,"Buck's Head Hotel, Little Lonsdale Street (demolished).",pi021112,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3927353,3363968,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3363968,"Moir, J. K.",1933/1940,"Melbourne, Victoria",H4842a,Lost architecture 
Buck's Head Hotel,Rear view of Buck's Head Hotel .,pi021113,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3927354,3363968,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3363968,"Moir, J. K.",1933/1941,"Melbourne, Victoria",H4842a,Lost architecture 
Sarah Sands Hotel,"Sarah Sands Hotel, corner of Sydney and Brunswick Roads, Brunswick (now Bridie O'Reilly's) -.",pi021123,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3927364,3363968,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3363968,"Moir, J. K.",1933/1951,"Brunswick, Victoria",H4850,Lost architecture 
"Aerial view of the Chevron Complex, Street Kilda Road, Melbourne, Victoria",Shows the former Chevron complex on the corner of St. Kilda and Commercial Roads.,pi021658,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/4120073,3394717,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3394717,"Pratt, Charles Daniel",1950/1960,"St. Kilda Road, Melbourne, Victoria",H2016.33/62,
Adam L. Gordon's Room - Adam & Eve Hotel,Interior showing door with leather padded chair.,pi022037,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/4435454,3460144,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3460144,,1935,"Melbourne, Victoria",H4830/1,
"Marine Hotel, Brighton, Victoria","Looking across to double storey hotel with name over portico and door, bay windows along one side. Inscribed on verso: It was here that Gordon had his last drink.",pi022041,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/4435481,3462014,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3462014,,1933,"Brighton, Victoria",H4830,
Shamrock Hotel Bendigo Victoria / Bartlett Bros,"View from corner of street  towards a grand hotel built and rebuilt over a period of time in different architectural styles: Two triple storey palazzo, double wrap around verandahs with wrought iron balustrades, supported by iron posts; mansard roof. The name and wall of the early hotel: The Exchange Hotel, is visible on far left.  A line of horse-drawn carriages at curb in front of hotel, men standing on street corner in front of another double storey verandah on right.",is013734,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/4472480,3466920,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER3466920,Bartlett Bros.,1910/1915,"Bendigo, Victoria",H2016.383,
