Title,Description,Identifier,Format,Type,Access rights statement,Copyright Statement,Collection,Digital Uri,ILMS Identifier,ILMS URI,Creator,Date,Location,Physical format
"Melbourne and Metropolitan Board of Works detail plan. 134, Municipality of Williamstown [cartographic material]","Streets shown include Ford Street, Jack Street, Salisbury Street, Mirls Street.",bw0782,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1791014/oai_set/api_map,1193878,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1193878,Melbourne and Metropolitan Board of Works,1929,"Williamstown, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 297, City of Footscray [cartographic material].","Streets shown include Waring Street, Ballarat Road, Cordon Street, Droop Street, Commercial Road.",bw0893,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1807124/oai_set/api_map,1162994,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162994,Melbourne and Metropolitan Board of Works,1912,"Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1436, Shire of Caulfield [cartographic material].","Streets shown include Balaclava Road, Orrong Road.",bw0930,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1807205/oai_set/api_map,1194824,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1194824,Melbourne and Metropolitan Board of Works,1901,"Caulfield, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1588, Borough of Kew [cartographic material].","Streets shown include Charles Street, Union Street, Derrick Street, Cotham Road, High Street.",bw1047,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825557/oai_set/api_map,1186518,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186518,Melbourne and Metropolitan Board of Works.,1903,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1766, Town of Malvern [cartographic material].","Streets shown include Toorak road, Kooyong Road.",bw1181,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826286/oai_set/api_map,1187672,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187672,Melbourne and Metropolitan Board of Works.,1907,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2122, Town of Brighton [cartographic material].","Streets shown include Cramer Street, Cramer Street Walk, Outer Crescent, St. Andrew Street, St. Andrews Street, New Street.",bw1537,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851026/oai_set/api_map,1197428,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197428,Melbourne and Metropolitan Board of Works,1906,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2002, Shire of Camberwell and Boroondara [cartographic material].","Streets shown include Possibly Oakdale Road., Mont Albert Road, Barnsbury Road, Oakdale Road.",bw1433,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852412/oai_set/api_map,1196290,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1196290,Melbourne and Metropolitan Board of Works.,1905,"Balwyn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2017, Municipality of Kew [cartographic material].","Streets shown include High Street, Boorool Road, Harp Road, Normanby Road.",bw1443,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852449/oai_set/api_map,1196385,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1196385,Melbourne and Metropolitan Board of Works.,1926,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2283, Municipality of Brunswick [cartographic material].","Streets shown include Moreland Road, McLean Street, Hopetoun Avenue, McColl Street, Kitchener Street.",bw1672,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1865418/oai_set/api_map,1182770,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1182770,Melbourne and Metropolitan Board of Works,1926,"Brunswick West, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2539, Municipality of Malvern [cartographic material].","Streets shown include No date on map., Waverley Road, Repton Road, Warley Road,  Moama Road, Dandenong Road, Burke Road.",bw1876,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911119/oai_set/api_map,1202814,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1202814,Melbourne and Metropolitan Board of Works,1915,"Malvern East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2761, Municipality of Caulfield [cartographic material].","Streets shown include Glen Huntly (Glenhuntly) Road, Kean Street, Narrawong Road, Bealiba Road, Griffiths Street.",bw1993,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1938075/oai_set/api_map,1206552,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1206552,Melbourne and Metropolitan Board of Works,1915,"Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2909, Municipality of Camberwell [cartographic material].","Streets shown include Camberwell Road, Wandin Creek, Toorak Road, Glen Iris Road, Halley Avenue, Eddy Street, Smith Street (Road).",bw2107,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1949181/oai_set/api_map,1213726,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1213726,Melbourne and Metropolitan Board of Works,1926,"Camberwell, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3088, Municipality of Box Hill [cartographic material].","Streets shown include Ashted Street, George (Glenmore) Street, William Street, Albion Street, Station Street.",bw2222,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1958415/oai_set/api_map,1225718,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1225718,Melbourne and Metropolitan Board of Works,1930,"Box Hill, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3161, Municipality of Camberwell [cartographic material].","Streets shown include Glen Iris Road, Southland Street, Walerna Road, Rosedale Road, Flowerdale Road, Greendale Road, Brownell Road, Hazeldene (Hazeldine) Road.",bw2263,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1972914/oai_set/api_map,1238586,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1238586,Melbourne and Metropolitan Board of Works.,1926,"Glen Iris, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3857, Blackburn & Mitcham [cartographic material].","Streets shown include White Horse Road, Chapel Street, Railway Road.",bw2505,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1993696/oai_set/api_map,1263347,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1263347,Melbourne and Metropolitan Board of Works.,1931,"Blackburn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3912, Municipality of Braybrook [cartographic material].","Streets shown include Havelock Street, Cathcart Street, Delacy (Delacey) Street, Inkerman Street, Rosamond Road.",bw2527,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1993740/oai_set/api_map,1265118,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1265118,Melbourne and Metropolitan Board of Works.,1947,"Maidstone, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4302, Municipality of Mordialloc [cartographic material].","Streets shown include Bourke Street, Balcombe Road, Collins Street, Patty Street, Flinders Street.",bw2685,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2010361/oai_set/api_map,1279766,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1279766,Melbourne and Metropolitan Board of Works.,1940,"Mentone, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4879, Municipality of Braybrook [cartographic material].","Streets shown include T. Borthwick and Sons, Meat Exporters, (Export Drive).",bw2793,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2012675/oai_set/api_map,1286285,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1286285,Melbourne and Metropolitan Board of Works.,1940,"Brooklyn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 780, 781, 782, 802 & 803, City of Melbourne [cartographic material].",Streets shown include Smithfield Road.,bw1900,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2040421/oai_set/api_map,1162339,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162339,Melbourne and Metropolitan Board of Works,1911,"Flemington, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2630, Municipality of Sandringham [cartographic material].","Streets shown include Bayview Crescent, Bluff Road, Gordon Crescent, Bent Parade.",bw1932,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2058828/oai_set/api_map,1204045,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1204045,Melbourne and Metropolitan Board of Works,1923,"Black Rock, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.40 , Collingwood & Kew [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Yarra River, Johnston Street, Bridge Road, Park Street, Studley Park Road, Coombes Avenue, Yarra Vale Road, A'Beckett Street, Princess Street, Denmark Street, Power Street, Barkers Road, Victoria Street, Grosvenor Street, Studley Park.",bw2851,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2176773/oai_set/api_map,1603320,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1603320,Melbourne and Metropolitan Board of Works.,1933/1950,"Collingwood, Victoria & Kew, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.91 , Moorabbin [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Port Phillip Bay, Beach Road, Grenville Street, Milis Street, Kerferd Street, Kanowa Street, Francis Street, Fernhill Road North, Tennyson Street, Cowper Street.",bw2899,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2176854/oai_set/api_map,1603635,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1603635,Melbourne and Metropolitan Board of Works.,1933/1950,"Moorabbin, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.29 , Melbourne, Fitzroy & Collingwood [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Signed by Engineer-in Chief on 3/9/97, Drummond Street, Elgin Street, Mcpherson Street, Johnston Street, Hoddle Street, Queens Parade.",bw3013,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184422/oai_set/api_map,1596906,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1596906,Melbourne and Metropolitan Board of Works.,1896,"Fitzroy, Victoria & Collingwood, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.41 , City of Richmond & Hawthorn [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Coppin Street, Johnston Street, Victoria Street, Barkers Road, Power Street, Yarra Street, Coppin Crove, Eliza Street.",bw3039,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184459/oai_set/api_map,1597412,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1597412,Melbourne and Metropolitan Board of Works.,1896,"Richmond, Victoria & Hawthorn, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.78 , Municipality of Malvern [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Building and housing blocks shaded in green ink., Tooronga Road, Malvern Road, Burke Road, Coppin Street.",bw3101,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184503/oai_set/api_map,1597794,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1597794,Melbourne and Metropolitan Board of Works.,1948,"Malvern, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch, parts of plans nos. 127 & 122, Preston [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Station Street, Powell Street, Plenty Road,Murray Road, Gilbert Road.",bw2925,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2580639/oai_set/api_map,1605085,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1605085,Melbourne and Metropolitan Board of Works.,1933/1950,"Preston, Victoria",1 map.
"Melbourne and Metropolitan Board of Works detail plan, 1067, 1068, City of Richmond [cartographic material].","Streets shown include Hoddle Street, Rowena Parade, Lennox Street, Tanner Street, King Street, Grattan Place, Miller Street, Tyson Street, Sutton Grove, Miller's Lane, Little Miller Street, Little Alfred Street, Richmond Terrace, Rogers Street, Montgomery Street, Wangaratta Street, Montgomery Street, Botherambo Street.",bw0086,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1497160/oai_set/api_map,1171222,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1171222,Melbourne and Metropolitan Board of Works,1897,"Richmond, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1218, City of Collingwood [cartographic material].","Streets shown include Queen's Parade, Turnbull Street, North Terrace, Gold Street, Hodgkinson Street.",bw0204,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1724299/oai_set/api_map,1164731,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1164731,Melbourne and Metropolitan Board of Works,1904,"Clifton Hill, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, No. 732, 733, 734, City of Melbourne [cartographic material].","Streets shown include King Street, Victoria Street, William Street,Dudley Street, Walsh Street, Rosslyn Street, Howard Street, Chetwynd Street, Eades Place, Stanley Street.",bw0414,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730698/oai_set/api_map,1161841,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1161841,Melbourne and Metropolitan Board of Works,1895,"Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 774, Municipality of Essendon [cartographic material].","Streets shown include Angler Parade, Charles Street.",bw0404,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1731020/oai_set/api_map,1184083,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184083,Melbourne and Metropolitan Board of Works,1919,Ascot Vale Vic,1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 974, Prahran [cartographic material]","Streets shown include Orrong Road, Clendon Road, Toorak Road.",bw0589,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1752739/oai_set/api_map,1184269,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184269,Melbourne and Metropolitan Board of Works,1900,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1343, Kew & Heidelberg [cartographic material].","Streets shown include Molesworth Street, Redmond Street, Yarra Vale Road.",bw0636,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1754197/oai_set/api_map,1165645,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1165645,Melbourne and Metropolitan Board of Works,1924,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 248, Municipality of Footscray [cartographic material]","Streets shown include Barly Street, Irving Street, Cross Street, Hocking Street.",bw0860,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1802337/oai_set/api_map,1163133,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1163133,Melbourne and Metropolitan Board of Works,1915,"Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1634, Municipality of Essendon [cartographic material].","Streets shown include Waverley Street, Aberfield Street, Park Street, Park Crescent, Corio Street, Beaver Street, St.Kinnord Street.",bw1084,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825396/oai_set/api_map,1184317,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184317,Melbourne and Metropolitan Board of Works.,1924,"Essendon, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1518, Town of Malvern [cartographic material].","Streets shown include Elizabeth Street, Talbot Crescent, Avenal Road, Monaro Road, Toorak Road, Glenferrie Road, Mernda Road, Moralla Road.",bw1004,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825477/oai_set/api_map,1185533,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1185533,Melbourne and Metropolitan Board of Works,1907,"Malvern, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1565, Borough of Kew [cartographic material].","Streets shown include Burke Road, Balmoral Avenue, Mont Albert Road, Ross Street, Sackville Street.",bw1027,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825521/oai_set/api_map,1186042,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186042,Melbourne and Metropolitan Board of Works.,1904,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1725, Town of Caulfield [cartographic material]","Streets shown include Dandenong Road, Normanby Road, Inkerman Road, Normanby Avenue, Mayfield Grove.",bw1144,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826250/oai_set/api_map,1187532,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187532,Melbourne and Metropolitan Board of Works.,1906,"Caulfield North, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1768, Town of Malvern [cartographic material].","Streets shown include Russel Street, School Street, Hopetoun Road, Gertrude Street, Church Street, Albany Road, Malvern Road.",bw1182,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826287/oai_set/api_map,1187674,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187674,Melbourne and Metropolitan Board of Works.,1902,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1928, City of Melbourne [cartographic material].","Streets shown include Barrow Street, Mitchell Street, Donald Street, Davies Street, De Clare Street, Payne Street.",bw1333,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1835773/oai_set/api_map,1179161,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1179161,Melbourne and Metropolitan Board of Works.,1908,"Brunswick, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2123, Town of Brighton [cartographic material].","Streets shown include Higinbotham Street, New Street, Grosvenor Street, St. Kilda Street, Brighton Gas Works.",bw1538,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851027/oai_set/api_map,1197429,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197429,Melbourne and Metropolitan Board of Works,1906,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1992, Camberwell and Boroondara [cartographic material].","Streets shown include Mangarra Road, Wentworth Avenue, Mont Albert Road, Stanley Grove, Rubens Grove.",bw1424,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852288/oai_set/api_map,1182319,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1182319,Melbourne and Metropolitan Board of Works.,1905,"Canterbury, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1525, Municipality of Hawthorn [cartographic material].","Streets shown include Lawson Street, Buley Street, Bluff Street, Toorak Road, Tooronga Road, Lovell Street.",bw1361,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852332/oai_set/api_map,1185543,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1185543,Melbourne and Metropolitan Board of Works.,1916,"Hawthorn East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2223, Town of Camberwell [cartographic material].","Streets shown include Canterbury Road, Essex Road, Kent Road, Middlesex Road.",bw1622,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1865590/oai_set/api_map,1198449,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198449,Melbourne and Metropolitan Board of Works,1909,"Surrey Hills, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2332, Municipality of Moorabbin [cartographic material].","Streets shown include Southey Street, Cowper Street, Norwood Street, Harold Street, Beach Road, Port Phillip Bay.",bw1714,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1874581/oai_set/api_map,1198757,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198757,Melbourne and Metropolitan Board of Works,1915,"Sandringham, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2379, Municipality of Preston [cartographic material].","Streets shown include Bell Street, Newcastle Street, Young Street, Hotham Street.",bw1761,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1902705/oai_set/api_map,1199553,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1199553,Melbourne and Metropolitan Board of Works,1928,"Preston, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2538, Municipality of Coburg [cartographic material].","Streets shown include Two copies., Gaffney Street, Murray Road, Elizabeth Street, Eric Street, Connolly Avenue.",bw1875,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911002/oai_set/api_map,1202810,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1202810,Melbourne and Metropolitan Board of Works,1946,"Coburg, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2460, Municipality of Heidelberg [cartographic material].","Streets shown include Ford Street, Kitchener Street Road, Oriel Road, Livingstone Street.",bw1827,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1925151/oai_set/api_map,1199775,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1199775,Melbourne and Metropolitan Board of Works,1915,"Ivanhoe, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2910, Municipality of Camberwell [cartographic material].","Streets shown include Wattle Valley Road, Norwood (Toorak) Road, Urquhardt Road, Brook Road (Fordham Avenue), Camberwell Road, George Street.",bw2108,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1949182/oai_set/api_map,1213746,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1213746,Melbourne and Metropolitan Board of Works,1925,"Camberwell, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3706, Municipality of Coburg [cartographic material].","Streets shown include Cumberland Road, Hazel Grove, Sylvan Grove, Landells Road, Oakbank Grove, Irma Grove, Gaffney Street.",bw2463,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1990654/oai_set/api_map,1254472,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1254472,Melbourne and Metropolitan Board of Works.,1901/2000,"Pascoe Vale, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3967, Municipality of Braybrook [cartographic material].","Streets shown include Tyler Street, Servante Street, Pizzey Street, Dickson Street, Durham Road (Monash Street), May Street, Cornwall Road.",bw2547,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1999457/oai_set/api_map,1265734,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1265734,Melbourne and Metropolitan Board of Works.,1934,"Sunshine, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4044, Blackburn & Mitcham [cartographic material].","Streets shown include Alandale Road, Wellington Avenue, Central Road, Lake Road.",bw2574,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1999501/oai_set/api_map,1266324,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1266324,Melbourne and Metropolitan Board of Works.,1932,"Blackburn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4200, Municipality of Moorabbin [cartographic material].","Streets shown include Weatherall Road, McKenzie Street, Sydney Street - Coape Street, Glebe Street (Avenue), Charman Road.",bw2622,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1999952/oai_set/api_map,1269096,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1269096,Melbourne and Metropolitan Board of Works.,1940,"Cheltenham, Victoria",1 map ; 79 x 130 cm.  Sewerage
